Proposições;Ementa;Explicação;Autor;UF;Partido;Apresentação;Situação;Link;TipoSG
PL 3699/2020;Acrescenta o § 14o ao art. 2o da Lei nº 13.982, de 2 de abril de 2020, e o inciso XV ao art. 5o da Lei nº 9.998, de 17 de agosto de 2000, para dispor sobre a distribuição gratuita de equipamentos de informática destinados ao uso educacional para alunos das escolas das redes públicas de ensino federal, estadual, distrital, municipal ou das escolas sem fins lucrativos de atendimento a pessoas com deficiência, durante o período de enfrentamento da emergência de saúde pública de importância internacional decorrente do coronavírus (Covid-19).     ;;"Zé Neto;Enio Verri;Frei Anastacio Ribeiro;Alencar Santana;José Ricardo;Patrus Ananias;Afonso Florence;José Guimarães;Luizianne Lins;Paulo Teixeira;Carlos Veras;Beto Faro;João Daniel;Marília Arraes;Vander Loubet;Célio Moura;Rui Falcão;Pedro Uczai;Padre João;Nilto Tatto;Paulão;Rogério Correia;Marcon;Leonardo Monteiro;Valmir Assunção;Joseildo Ramos;Paulo Pimenta;Margarida Salomão;Erika Kokay;Airton Faleiro;Professora Rosa Neide;José Airton Félix Cirilo;Zeca Dirceu;Reginaldo Lopes;Rubens Otoni;Waldenor Pereira;Vicentinho;Henrique Fontana;Zé Carlos;Gleisi Hoffmann;Benedita da Silva;Paulo Guedes;Odair Cunha;Helder Salomão;Alexandre Padilha;Carlos Zarattini;Bohn Gass;Jorge Solla;Rejane Dias;Natália Bonavides";"BA;PR;PB;SP;AM;MG;BA;CE;CE;SP;PE;PA;SE;PE;MS;TO;SP;SC;MG;SP;AL;MG;RS;MG;BA;BA;RS;MG;DF;PA;MT;CE;PR;MG;GO;BA;SP;RS;MA;PR;RJ;MG;MG;ES;SP;SP;RS;BA;PI;RN";"PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT";2020-07-08;Tramitando em Conjunto;http://www.camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2257014;PL
PL 3311/2020;Altera o Decreto-Lei nº 2.848, de 7 de dezembro de 1940, para tornar crime o registro fotográfico ou cinematográfico não autorizado em estabelecimento de saúde e o art. 7º da Lei nº 8.080, de 19 de setembro de 1990, que dispõe sobre as condições para a promoção, proteção e recuperação da saúde, a organização e o funcionamento dos serviços correspondentes e dá outras providências, para vedar o registro fotográfico ou cinematográfico não autorizado em estabelecimento de saúde.;;"Alexandre Padilha;Leonardo Monteiro;Valmir Assunção;Rogério Correia;José Ricardo;Luizianne Lins;Marília Arraes;Patrus Ananias;Nilto Tatto;Afonso Florence;Beto Faro;Helder Salomão;Waldenor Pereira;Vicentinho;Assis Carvalho;Pedro Uczai;Frei Anastacio Ribeiro;João Daniel;Carlos Veras;Paulo Guedes;Marcon;Enio Verri;Paulão;Gleisi Hoffmann;Jorge Solla;Alencar Santana;Vander Loubet;Erika Kokay;Benedita da Silva;Professora Rosa Neide;Rui Falcão;Zeca Dirceu;Padre João;Odair Cunha;Joseildo Ramos;Célio Moura";"SP;MG;BA;MG;AM;CE;PE;MG;SP;BA;PA;ES;BA;SP;PI;SC;PB;SE;PE;MG;RS;PR;AL;PR;BA;SP;MS;DF;RJ;MT;SP;PR;MG;MG;BA;TO";"PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT";2020-06-15;Aguardando Designação de Relator;http://www.camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2255176;PL
PL 2854/2020;Institui medidas contra a disseminação de conteúdo de ódio e preconceito pela internet, bem como a disseminação de informações a respeito de tratamentos de saúde que não sejam cientificamente validados e aceitos pelo Sistema Único de Saúde ou pela Organização Mundial de Saúde e dá outras providências.;;"Maria do Rosário;Luizianne Lins;Rui Falcão;Jorge Solla;Waldenor Pereira;Paulo Teixeira;Rejane Dias;Enio Verri;Pedro Uczai;Rogério Correia;João Daniel;Valmir Assunção;Patrus Ananias;José Guimarães;Gleisi Hoffmann;Edmilson Rodrigues;Célio Moura;Rodrigo Agostinho;Padre João;Professora Rosa Neide;Leonardo Monteiro;Marília Arraes;Beto Faro;Ivan Valente;Benedita da Silva;Marcon;Alencar Santana;Perpétua Almeida;Vander Loubet;Paulão;Luiza Erundina;Erika Kokay;Paulo Pimenta;José Ricardo;João H. Campos;Helder Salomão;Professora Dorinha Seabra Rezende;Henrique Fontana;Vicentinho;Frei Anastacio Ribeiro;Alexandre Padilha;Zé Carlos;Tereza Nelma;Nilto Tatto;Carlos Veras;Zeca Dirceu;Dulce Miranda;Túlio Gadêlha;Odair Cunha;Reginaldo Lopes;Alice Portugal;Bira do Pindaré;Camilo Capiberibe;Arlindo Chinaglia;Professor Israel Batista;Carlos Zarattini;José Airton Félix Cirilo;Margarida Salomão;Bohn Gass;Airton Faleiro;Silvia Cristina;Jesus Sérgio;Renildo Calheiros;Pompeo de Mattos;Leda Sadala;Chico D'Angelo;Dagoberto Nogueira;Flávia Morais;Joseildo Ramos;Assis Carvalho;Zé Neto;Paulo Guedes;Rubens Otoni;Afonso Florence";"RS;CE;SP;BA;BA;SP;PI;PR;SC;MG;SE;BA;MG;CE;PR;PA;TO;SP;MG;MT;MG;PE;PA;SP;RJ;RS;SP;AC;MS;AL;SP;DF;RS;AM;PE;ES;TO;RS;SP;PB;SP;MA;AL;SP;PE;PR;TO;PE;MG;MG;BA;MA;AP;SP;DF;SP;CE;MG;RS;PA;RO;AC;PE;RS;AP;RJ;MS;GO;BA;PI;BA;MG;GO;BA";"PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PSOL;PT;PSB;PT;PT;PT;PT;PT;PSOL;PT;PT;PT;PCdoB;PT;PT;PSOL;PT;PT;PT;PSB;PT;DEM;PT;PT;PT;PT;PT;PSDB;PT;PT;PT;MDB;PDT;PT;PT;PCdoB;PSB;PSB;PT;PV;PT;PT;PT;PT;PT;PDT;PDT;PCdoB;PDT;AVANTE;PDT;PDT;PDT;PT;PT;PT;PT;PT;PT";2020-05-25;Tramitando em Conjunto;http://www.camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2253608;PL
PL 2772/2020;Altera a Lei nº 13.979, de 6 de fevereiro de 2020, para assegurar a participação do país em iniciativas internacionais para o desenvolvimento, produção e acesso a diagnósticos, medicamentos, tratamentos, testes, vacinas ou outras alternativas terapêuticas, diagnósticas e preventivas contra a Covid-19. ;;"Alencar Santana;Erika Kokay;Padre João;José Ricardo;Enio Verri;José Airton Félix Cirilo;Professora Rosa Neide;Rubens Otoni;Patrus Ananias;Valmir Assunção;José Guimarães;Beto Faro;Pedro Uczai;Alexandre Padilha;Airton Faleiro;Arlindo Chinaglia;Odair Cunha;Marília Arraes;Paulão;Afonso Florence;Luizianne Lins;Marcon;Rogério Correia;Frei Anastacio Ribeiro;Rui Falcão;Célio Moura;Maria do Rosário;Waldenor Pereira;Gleisi Hoffmann;Paulo Teixeira;Jorge Solla;Zé Carlos;Benedita da Silva;Zeca Dirceu;Nilto Tatto;Paulo Pimenta;Carlos Veras";"SP;DF;MG;AM;PR;CE;MT;GO;MG;BA;CE;PA;SC;SP;PA;SP;MG;PE;AL;BA;CE;RS;MG;PB;SP;TO;RS;BA;PR;SP;BA;MA;RJ;PR;SP;RS;PE";"PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT";2020-05-20;Aguardando Parecer;http://www.camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2253031;PL
PL 2752/2020;Altera a Lei n° 13.982, de 2 de abril de 2020, para descentralizar o pagamento do Auxílio Emergencial durante período de enfrentamento da emergência de saúde pública de importância internacional decorrente do coronavírus (Covid-19) e dá outras providências.;;"Erika Kokay;José Ricardo;Rogério Correia;Nilto Tatto;Maria do Rosário;Professora Rosa Neide;Padre João;Carlos Veras;Enio Verri;Benedita da Silva;Helder Salomão;Paulo Teixeira;Reginaldo Lopes;Jorge Solla;Zé Neto;Zeca Dirceu;Joseildo Ramos;Waldenor Pereira;José Guimarães";"DF;AM;MG;SP;RS;MT;MG;PE;PR;RJ;ES;SP;MG;BA;BA;PR;BA;BA;CE";"PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT";2020-05-19;Tramitando em Conjunto;http://www.camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2252950;PL
PL 2726/2020;Determina aos órgãos integrantes do Sistema Único de Saúde e instituições privadas de assistência à saúde a inclusão nos registros de pessoas suspeitas de contaminação, contaminadas, hospitalizadas e falecidas por Covid-19 de marcador étnico-racial conforme as categorias do Instituto Brasileiro de Geografia e Estatística, de localização e de gênero, para a produção de dados oficiais de contaminação e mortalidade pela Covid-19 e que tais dados passem a fazer parte da apresentação pública dos dados de infecção e mortalidade.   ;;"Alexandre Padilha;Enio Verri;Professora Rosa Neide;Natália Bonavides;Pedro Uczai;Rogério Correia;Nilto Tatto;João Daniel;Patrus Ananias;Maria do Rosário;Luizianne Lins;Carlos Veras;Afonso Florence;Paulão;Alencar Santana;Beto Faro;Jorge Solla;Joseildo Ramos;Waldenor Pereira;José Guimarães;Carlos Zarattini;Airton Faleiro;Rubens Otoni;Frei Anastacio Ribeiro;Valmir Assunção;José Ricardo;Paulo Pimenta;Arlindo Chinaglia;Henrique Fontana;Margarida Salomão;Odair Cunha;Benedita da Silva;Reginaldo Lopes;Padre João;Marcon;Célio Moura;Marília Arraes;Vicentinho;Vander Loubet;Paulo Teixeira;Paulo Guedes;Erika Kokay;Leonardo Monteiro;Rejane Dias;Gleisi Hoffmann;Rui Falcão;Helder Salomão;Bohn Gass;Zé Carlos;Assis Carvalho;Zeca Dirceu;Zé Neto";"SP;PR;MT;RN;SC;MG;SP;SE;MG;RS;CE;PE;BA;AL;SP;PA;BA;BA;BA;CE;SP;PA;GO;PB;BA;AM;RS;SP;RS;MG;MG;RJ;MG;MG;RS;TO;PE;SP;MS;SP;MG;DF;MG;PI;PR;SP;ES;RS;MA;PI;PR;BA";"PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT";2020-05-18;Tramitando em Conjunto;http://www.camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2252866;PL
PL 2652/2020;Concede pensão especial aos dependentes da pessoa falecida pelo Covid-19, e dá outras providências;;"José Airton Félix Cirilo;José Guimarães;Enio Verri;Rubens Otoni;Célio Moura;José Ricardo;Pedro Uczai;Nilto Tatto;Rogério Correia;Erika Kokay;Airton Faleiro;Patrus Ananias;Paulão;Maria do Rosário;Waldenor Pereira;Vicentinho;Marcon;Zé Carlos;Professora Rosa Neide;Padre João;Frei Anastacio Ribeiro;Natália Bonavides;Leonardo Monteiro;Margarida Salomão;Afonso Florence;Carlos Veras;Valmir Assunção;Rejane Dias;Rui Falcão;Alencar Santana;Paulo Pimenta;Luizianne Lins;Beto Faro;Benedita da Silva;Vander Loubet;Arlindo Chinaglia;Bohn Gass;Helder Salomão;Paulo Teixeira;Gleisi Hoffmann;Reginaldo Lopes;Jorge Solla;João Daniel;Assis Carvalho;Zé Neto;Zeca Dirceu;Carlos Zarattini;Joseildo Ramos;Paulo Guedes;Henrique Fontana";"CE;CE;PR;GO;TO;AM;SC;SP;MG;DF;PA;MG;AL;RS;BA;SP;RS;MA;MT;MG;PB;RN;MG;MG;BA;PE;BA;PI;SP;SP;RS;CE;PA;RJ;MS;SP;RS;ES;SP;PR;MG;BA;SE;PI;BA;PR;SP;BA;MG;RS";"PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT";2020-05-14;Tramitando em Conjunto;http://www.camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2252662;PL
PL 1322/2020;Dispõe sobre medidas emergenciais de amparo aos agricultores familiares do Brasil para mitigar os impactos socioeconômicos da pandemia do COVID-19, durante o período de vigor do estrado de calamidade pública no país, e dá outras providências.;;"Enio Verri;Zeca Dirceu;Rogério Correia;Helder Salomão;Marília Arraes;Rui Falcão;Nilto Tatto;Vicentinho;Alexandre Padilha;Patrus Ananias;José Ricardo;Leonardo Monteiro;José Guimarães;Joseildo Ramos;Jorge Solla;Erika Kokay;Alencar Santana;Arlindo Chinaglia;Luizianne Lins;Natália Bonavides;Padre João;Professora Rosa Neide;Zé Carlos;Paulão;Waldenor Pereira;Gleisi Hoffmann;Frei Anastacio Ribeiro;Carlos Veras;Valmir Assunção;Marcon;Pedro Uczai;João Daniel";"PR;PR;MG;ES;PE;SP;SP;SP;SP;MG;AM;MG;CE;BA;BA;DF;SP;SP;CE;RN;MG;MT;MA;AL;BA;PR;PB;PE;BA;RS;SC;SE";"PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT";2020-03-31;Tramitando em Conjunto;http://www.camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2242513;PL
PL 1254/2020;Dispõe sobre a unificação, em lista única por Unidade Federada, de todos os pacientes atendidos nos serviços de saúde que tenham indicação de internação, para ocupação dos leitos hospitalares vagos em estrita observância à ordem de chegada.;;"Arlindo Chinaglia;Enio Verri;Rubens Otoni;José Guimarães;Célio Moura;Pedro Uczai;José Ricardo;Rogério Correia;Nilto Tatto;Erika Kokay;Patrus Ananias;Airton Faleiro;Paulão;Maria do Rosário;Waldenor Pereira;Vicentinho;Marcon;Zé Carlos;Padre João;Professora Rosa Neide;Natália Bonavides;Frei Anastacio Ribeiro;Leonardo Monteiro;Margarida Salomão;Afonso Florence;Alexandre Padilha;Valmir Assunção;Carlos Veras;Alencar Santana;Rui Falcão;Paulo Pimenta;Beto Faro;Benedita da Silva;Vander Loubet;José Airton Félix Cirilo;Rejane Dias;Bohn Gass;Odair Cunha;Henrique Fontana;Helder Salomão;Paulo Teixeira;Luizianne Lins;Gleisi Hoffmann;Reginaldo Lopes;Jorge Solla;João Daniel;Assis Carvalho;Zé Neto;Zeca Dirceu;Carlos Zarattini;Joseildo Ramos;Paulo Guedes";"SP;PR;GO;CE;TO;SC;AM;MG;SP;DF;MG;PA;AL;RS;BA;SP;RS;MA;MG;MT;RN;PB;MG;MG;BA;SP;BA;PE;SP;SP;RS;PA;RJ;MS;CE;PI;RS;MG;RS;ES;SP;CE;PR;MG;BA;SE;PI;BA;PR;SP;BA;MG";"PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT";2020-03-30;Aguardando Parecer;http://www.camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2242365;PL
PL 1011/2020;"Modifica a Lei nº 6.259, de 30 de outubro  de 2020, para garantir o acesso a vacinas a todos os caminhoneiros e profissionais responsáveis pelos transportes de cargas durante o período de pandemia do vírus COVID-19-Corona vírus.

NOVA EMENTA: Altera a Lei nº 14.124, de 10 de março de 2021, para estabelecer os grupos prioritários na vacinação contra a Covid-19.";;"Vicentinho Júnior;Rejane Dias;Zeca Dirceu;Vermelho";"TO;PI;PR;PR";"PL;PT;PT;PSD";2020-03-25;Aguardando Apreciação pelo Senado Federal;http://www.camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2241982;PL
PL 792/2020;Altera a Lei 13.979, de 06 de fevereiro de 2020, acrescentando os incisos IX e X ao Art. 3º da Lei 13.979, de 06 de fevereiro de 2020, que dispõe sobre as medidas que poderão ser adotadas para enfrentamento da emergência de saúde pública de importância internacional decorrente do coronavírus responsável pelo surto de 2019.;;Zeca Dirceu;PR;PT;2020-03-20;Tramitando em Conjunto;http://www.camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2241637;PL
PL 735/2020;"Fica criado o abono destinado a feirantes e agricultores familiares que se encontram em isolamento ou quarentena em razão da pandemia do COVID-19, consoante a Lei 13.979, de 6 de fevereiro de 2020, e que apresentam-se impossibilitados de comercializar sua produção também por medidas determinadas pelos executivos municipais.

NOVA EMENTA: Dispõe sobre medidas emergenciais de amparo aos agricultores familiares do Brasil para mitigar os impactos socioeconômicos da Covid-19; altera as Leis nºs 13.340, de 28 de setembro de 2016, e 13.606, de 9 de janeiro de 2018; e dá outras providências (Lei Assis Carvalho).";;"Enio Verri;Célio Moura;José Guimarães;Helder Salomão;Pedro Uczai;Professora Rosa Neide;Waldenor Pereira;Erika Kokay;Maria do Rosário;Natália Bonavides;Marília Arraes;João Daniel;Carlos Veras;Valmir Assunção;Airton Faleiro;Vicentinho;Zeca Dirceu;Jorge Solla;Afonso Florence;Leonardo Monteiro;Beto Faro;Arlindo Chinaglia;Paulo Teixeira;Zé Carlos;Alexandre Padilha;Luizianne Lins;Marcon;Rogério Correia;Rejane Dias;Rubens Otoni;José Ricardo;José Airton Félix Cirilo;Nilto Tatto;Bohn Gass;Patrus Ananias;Alencar Santana;Frei Anastacio Ribeiro;Margarida Salomão;Padre João;Paulão;Joseildo Ramos;Vander Loubet;Paulo Pimenta;Zé Neto;Gleisi Hoffmann;Rui Falcão;Reginaldo Lopes;Paulo Guedes";"PR;TO;CE;ES;SC;MT;BA;DF;RS;RN;PE;SE;PE;BA;PA;SP;PR;BA;BA;MG;PA;SP;SP;MA;SP;CE;RS;MG;PI;GO;AM;CE;SP;RS;MG;SP;PB;MG;MG;AL;BA;MS;RS;BA;PR;SP;MG;MG";"PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT;PT";2020-03-18;Transformado em Norma Jurídica;http://www.camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2239605;PL
PL 4202/2021;Dispõe sobre a exigência da comprovação de vacinação completa contra SARS-CoV-2 (Covid-19) para todos os passageiros oriundos do exterior, enquanto durar os efeitos da emergência sanitária declarada pela Organização Mundial de Saúde.;;Luciano Ducci;PR;PSB;2021-11-29;Tramitando em Conjunto;http://www.camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2309232;PL
PL 1314/2021;"Altera a Lei no 9.279, de 14 de maio de 1996, para dispor sobre a concessão de licença compulsória para atender às situacões de emergência de saúde pública declarada pelo Poder Executivo Federal ou pela Organização Mundial de Saúde (OMS); e concede licença compulsória para exploração de patentes e pedidos de patente de tecnologias úteis para o enfrentamento na Covid-19 (Sars-CoV-2).";;"Danilo Cabral;Bira do Pindaré;Ted Conti;Vilson da Fetaemg;Denis Bezerra;Felipe Carreras;Luciano Ducci;Cássio Andrade";"PE;MA;ES;MG;CE;PE;PR;PA";"PSB;PSB;PSB;PSB;PSB;PSB;PSB;PSB";2021-04-08;Tramitando em Conjunto;http://www.camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2277474;PL
PL 901/2021;Dispõe sobre a suspensão de reajuste de preços de medicamentos até o final de 2021, em virtude da pandemia causada pela Covid-19.;;"Denis Bezerra;Lídice da Mata;Vilson da Fetaemg;Heitor Schuch;Danilo Cabral;Ted Conti;Luciano Ducci;Camilo Capiberibe;Tadeu Alencar;Bira do Pindaré;Rodrigo Agostinho;Júlio Delgado;Mauro Nazif;Gervásio Maia;Milton Coelho;Elias Vaz;Rafael Motta;Alessandro Molon;Marcelo Nilo;Rosana Valle;Cássio Andrade;Aliel Machado;Luizão Goulart";"CE;BA;MG;RS;PE;ES;PR;AP;PE;MA;SP;MG;RO;PB;PE;GO;RN;RJ;BA;SP;PA;PR;PR";"PSB;PSB;PSB;PSB;PSB;PSB;PSB;PSB;PSB;PSB;PSB;PSB;PSB;PSB;PSB;PSB;PSB;PSB;PSB;PSB;PSB;PSB;REPUBLIC";2021-03-15;Tramitando em Conjunto;http://www.camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2273856;PL
PL 464/2021;Dispõe sobre a inclusão dos profissionais da educação dentre os grupos prioritários para a imunização contra a SARS-CoV-2 (COVID-19).;;Luciano Ducci;PR;PSB;2021-02-17;Tramitando em Conjunto;http://www.camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2270322;PL
PL 70/2021;Estabelece prioridade de imunização contra as SARS-CoV-2 (COVID-19) às pessoas de baixa renda inscritas no Cadastro Único para Programas Sociais do Governo Federal;;"Bira do Pindaré;Vilson da Fetaemg;Mauro Nazif;Camilo Capiberibe;Lídice da Mata;Danilo Cabral;Ted Conti;Luciano Ducci;Denis Bezerra;Júlio Delgado;Rosana Valle;Aliel Machado;Rodrigo Agostinho;Elias Vaz;Cássio Andrade;Tadeu Alencar;Alessandro Molon;Gervásio Maia;Milton Coelho;Ricardo Silva;Felipe Carreras";"MA;MG;RO;AP;BA;PE;ES;PR;CE;MG;SP;PR;SP;GO;PA;PE;RJ;PB;PE;SP;PE";"PSB;PSB;PSB;PSB;PSB;PSB;PSB;PSB;PSB;PSB;PSB;PSB;PSB;PSB;PSB;PSB;PSB;PSB;PSB;PSB;PSB";2021-02-03;Tramitando em Conjunto;http://www.camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2268714;PL
PL 3962/2020;Autoriza a cursar instituição de ensino superior o aluno aprovado no Exame Nacional do Ensino Médio - Enem ou no vestibular sem concluir Ensino Médio no período da pandemia do coronavírus (Covid-19).;;"Camilo Capiberibe;Vilson da Fetaemg;Mauro Nazif;Jhc;Denis Bezerra;Bira do Pindaré;Luciano Ducci;Reginaldo Lopes";"AP;MG;RO;AL;CE;MA;PR;MG";"PSB;PSB;PSB;PSB;PSB;PSB;PSB;PT";2020-07-28;Aguardando Parecer;http://www.camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2258740;PL
PL 3668/2020;Regulamenta a manutenção do conjunto ordenado de objetivos e princípios que envolvem a aplicação e a execução das medidas socioeducativas durante o período de crise sanitária causada pela Covid-19. ;;"Alexandre Padilha;Carmen Zanotto;Eduardo Barbosa;Leandre;Marcelo Freixo;Tabata Amaral;Valmir Assunção;Fábio Trad;João H. Campos;Orlando Silva;Luciano Ducci;Daniela do Waguinho;Maria do Rosário;Dr. Zacharias Calil";"SP;SC;MG;PR;RJ;SP;BA;MS;PE;SP;PR;RJ;RS;GO";"PT;CIDADANIA;PSDB;PV;PSOL;PDT;PT;PSD;PSB;PCdoB;PSB;MDB;PT;DEM";2020-07-06;Aguardando Designação de Relator;http://www.camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2256889;PL
PL 3449/2020;Acrescenta o inciso IX ao §2º do artigo 121 do Decreto-Lei nº 2.848, de 7 de dezembro de 1940 (Código Penal), para qualificar o homicídio praticado contra profissionais da área da saúde.;;"Ricardo Silva;Mauro Nazif;Luciano Ducci;Denis Bezerra;Vilson da Fetaemg;Aliel Machado";"SP;RO;PR;CE;MG;PR";"PSB;PSB;PSB;PSB;PSB;PSB";2020-06-22;Tramitando em Conjunto;http://www.camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2255815;PL
PL 3448/2020;"Acrescenta o §13 ao artigo 129 do Decreto-Lei nº 2.848, de 7 de dezembro de 1940 (Código Penal), para aumentar a pena do crime de lesão corporal praticado contra profissionais da área da saúde.

";;"Ricardo Silva;Mauro Nazif;Luciano Ducci;Denis Bezerra;Vilson da Fetaemg;Aliel Machado";"SP;RO;PR;CE;MG;PR";"PSB;PSB;PSB;PSB;PSB;PSB";2020-06-22;Tramitando em Conjunto;http://www.camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2255814;PL
PL 3447/2020;Altera a redação do §1º do artigo 146 do Decreto-Lei nº 2.848, de 7 de dezembro de 1940 (Código Penal), para aumentar a pena do crime de constrangimento ilegal praticado contra profissionais da área da saúde.;;"Ricardo Silva;Mauro Nazif;Luciano Ducci;Denis Bezerra;Vilson da Fetaemg;Aliel Machado";"SP;RO;PR;CE;MG;PR";"PSB;PSB;PSB;PSB;PSB;PSB";2020-06-22;Tramitando em Conjunto;http://www.camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2255813;PL
